GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "06037","Los Angeles, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",33686644,35629674,37121848,40108100,43160005,47427380,51826029,56997723,62721460,70963500,79718454,89465702,100434385,106958650,114753419,126191783,135943631,145190479,156061486,167476986,176957267,190944513,193474105,201705385,202979701,207657380,215673355,226737121,236496701,257401034,270247679,285558743,296318538,304203926,318943378,337811867,358240314,387413828,405131051,416005884,403524100,420356279,448886977,477907190,475453288,503099674,535960148,554158129,573348398,595765931,629245755,678659849,721712800,728349845,766331882,818509319
 "06037","Los Angeles, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",6989910,7042756,7103651,7056632,7040446,7085800,7116806,7211683,7251637,7351757,7401021,7506544,7608796,7767422,7920955,8041685,8182906,8393640,8553844,8667680,8793710,8878157,8948125,9055424,9100159,9096608,9089015,9127042,9206538,9313589,9437290,9538191,9626034,9705913,9767145,9793263,9786373,9737955,9700359,9735147,9787400,9822769,9879322,9941529,10001824,10052585,10100900,10123015,10125014,10098683,10053252,9996634,9809239,9748447,9731837,9757179
 "06037","Los Angeles, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4819,5059,5226,5684,6130,6693,7282,7904,8649,9653,10771,11918,13200,13770,14487,15692,16613,17298,18245,19322,20123,21507,21622,22275,22305,22828,23729,24842,25688,27637,28636,29938,30783,31342,32655,34494,36606,39784,41765,42732,41229,42794,45437,48072,47537,50047,53061,54742,56627,58994,62591,67889,73575,74714,78745,83888
 "06039","Madera, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",142509,157504,172911,203344,252612,288523,303984,351479,404651,443859,599779,679437,666134,687563,699726,779800,830338,922016,1046436,1133167,1220935,1330429,1419620,1602125,1663578,1698345,1726961,1883944,2018407,2102992,2229722,2332803,2524143,2729631,2924881,3244606,3385176,3576915,3914631,3928264,3819644,4245578,4446463,4674829,4840670,5167474,5246433,5497117,5687523,5815299,6074666,6896835,7624891,7371293,7691441,8474319
 "06039","Madera, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",41079,41707,42754,43223,44458,46071,47917,49699,52777,55741,60169,63961,67214,69240,71504,72996,75118,76960,79003,81762,84797,89125,94973,99536,104039,107396,109300,113143,116442,119143,121883,123587,125581,128369,132738,137106,140313,143622,146067,148359,149234,150972,151517,151216,150857,152783,152739,152851,154100,155260,155469,156434,159019,160414,163402,165432
 "06039","Madera, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3469,3776,4044,4705,5682,6263,6344,7072,7667,7963,9968,10623,9911,9930,9786,10683,11054,11980,13246,13859,14398,14928,14948,16096,15990,15814,15800,16651,17334,17651,18294,18876,20100,21264,22035,23665,24126,24905,26800,26478,25595,28122,29346,30915,32088,33822,34349,35964,36908,37455,39073,44088,47950,45952,47071,51225
 "06041","Marin, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",1233473,1319908,1421836,1581155,1728807,1889287,2109152,2349280,2589028,2959686,3370916,3942969,4454749,4803918,5230889,5666689,6015872,6323635,6548779,7195754,7592696,7962509,8410186,9036675,9532898,10101657,10822083,11625336,12517655,14090044,15227158,16959669,18197671,17440350,17522355,18652403,19544691,21100964,21751901,22187292,20512937,21062194,22828237,24416303,24806255,26755509,28764641,29825203,31324429,33770671,35941360,38007035,42948119,43330639,46196076,48944339
 "06041","Marin, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",203506,208245,207014,207699,215802,211584,216965,220963,223289,223558,222870,222944,223911,223426,223972,223232,222459,224013,224938,226013,229176,230522,233443,235820,238040,239032,239195,238705,241797,244706,246269,247520,247866,246225,245054,243769,244206,244580,246248,248398,250862,253015,255926,257071,259862,262261,263269,263455,263145,263698,263129,261341,259254,257143,255706,256400
 "06041","Marin, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",6061,6338,6868,7613,8011,8929,9721,10632,11595,13239,15125,17686,19895,21501,23355,25385,27043,28229,29114,31838,33130,34541,36027,38320,40047,42261,45244,48702,51769,57579,61831,68518,73417,70831,71504,76517,80034,86274,88333,89322,81770,83245,89199,94979,95459,102019,109260,113208,119039,128066,136592,145431,165660,168508,180661,190891
 "06043","Mariposa, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",25707,29031,31878,35544,39383,46482,55173,59895,66057,79460,88045,105609,114255,121552,143159,152845,167160,179251,182865,202150,222622,247770,257221,274647,282954,289801,301805,318191,327628,352983,368752,383440,413243,429803,454173,505219,531203,571551,606763,627939,629336,663308,668438,674319,683099,723456,770497,819746,855857,884466,919521,980104,1036750,1047585,1118071,1207938
 "06043","Mariposa, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",5868,6139,6623,6832,7418,7877,8296,8683,9195,9685,10626,11201,11555,11798,11980,12310,12654,12873,13130,13514,13907,14446,15061,15565,15901,16171,16427,16784,16640,17053,16966,17101,17099,17243,17707,17844,17972,18219,18366,18412,18212,18301,18193,17901,17825,17725,17628,17468,17426,17322,17073,17133,17136,17095,16996,17048
 "06043","Mariposa, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4381,4729,4813,5203,5309,5901,6651,6898,7184,8204,8286,9429,9888,10303,11950,12416,13210,13925,13927,14959,16008,17151,17079,17645,17795,17921,18372,18958,19689,20699,21735,22422,24168,24926,25649,28313,29557,31371,33037,34105,34556,36244,36741,37669,38323,40816,43709,46928,49114,51060,53858,57206,60501,61280,65784,70855
 "06045","Mendocino, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",185554,201134,211290,245217,279573,310625,342687,397582,449272,523367,591579,655098,709548,738193,802039,877023,934991,1001602,1063628,1140992,1273999,1334333,1370591,1438119,1502162,1575402,1633646,1769857,1870359,1958455,2056045,2173703,2416028,2470066,2535724,2606789,2624447,2779494,2925839,3012196,3054619,3328567,3312742,3295336,3361037,3583511,3745679,3847743,4000436,4155689,4314307,4782184,5158878,4996532,5172576,5567917
 "06045","Mendocino, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",49733,51267,52008,52517,55063,56524,57243,58926,61122,62985,65018,67093,68385,69726,70700,71811,73390,74293,75320,76493,78444,80859,81729,81978,82126,82427,83277,83887,84370,85062,85665,86407,86841,87364,88140,88030,87981,87345,87071,87468,87722,87926,87989,88471,88772,89473,89880,90592,91487,91870,91775,91362,91303,90027,89354,89175
 "06045","Mendocino, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3731,3923,4063,4669,5077,5495,5987,6747,7350,8309,9099,9764,10376,10587,11344,12213,12740,13482,14121,14916,16241,16502,16770,17543,18291,19113,19617,21098,22169,23024,24001,25157,27821,28273,28769,29613,29830,31822,33603,34438,34822,37856,37650,37248,37861,40051,41674,42473,43727,45234,47010,52343,56503,55500,57889,62438
 "06047","Merced, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",389912,434859,460187,517524,612840,685840,783346,878577,964456,1017192,1170253,1332247,1362863,1461819,1529580,1772736,1911485,2059788,2280758,2394464,2608681,2786273,2913132,3107591,3205001,3281429,3168188,3479676,3582169,3789839,3991450,4213632,4554256,4852311,5309025,5803155,6024774,6196043,6951831,6716600,6775527,7185521,7738146,7902641,8269597,9079656,9400054,9575058,9919653,10148451,10728033,12456741,13654549,13543535,13776747,15278285
 "06047","Merced, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",101255,105275,108032,110548,114436,117949,121456,126358,126591,128435,131775,135625,139632,142766,147657,151357,155939,158988,162956,167749,172988,179953,186091,189489,193137,197798,195291,194819,198312,202264,206734,212258,218816,225351,231735,237180,242554,245338,248540,250538,252302,256765,259532,261286,262625,265204,267322,268786,272480,275602,279209,282963,284834,292034,294402,296774
 "06047","Merced, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3851,4131,4260,4681,5355,5815,6450,6953,7619,7920,8881,9823,9760,10239,10359,11712,12258,12956,13996,14274,15080,15483,15654,16400,16594,16590,16223,17861,18063,18737,19307,19851,20813,21532,22910,24467,24839,25255,27971,26809,26855,27985,29816,30245,31488,34236,35164,35623,36405,36823,38423,44023,47939,46377,46796,51481
 "06049","Modoc, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",31864,33740,37674,37523,50519,52886,54864,60622,56722,69921,82155,109912,98456,105807,113304,123171,112841,113490,123281,134437,144101,150919,157547,165577,179229,181493,182031,184637,191850,196427,209275,195335,210618,234306,239926,247380,261921,268601,287127,315502,334500,340213,345372,338857,343230,367448,382445,383518,380517,381904,407960,470393,483931,511854,519789,580383
 "06049","Modoc, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",7261,7531,7728,7778,7700,7907,7853,7970,8231,8291,8443,8689,8988,9268,9467,9630,9499,9368,9350,9361,9662,9677,9779,9859,9700,9835,9761,9864,9861,9611,9509,9406,9350,9362,9501,9605,9565,9617,9525,9551,9646,9696,9501,9336,9123,9037,9015,8898,8795,8738,8778,8677,8640,8625,8566,8491
 "06049","Modoc, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4388,4480,4875,4824,6561,6689,6986,7606,6891,8433,9731,12650,10954,11416,11968,12790,11879,12115,13185,14361,14914,15596,16111,16795,18477,18454,18649,18718,19455,20438,22008,20767,22526,25027,25253,25755,27383,27930,30145,33033,34678,35088,36351,36296,37622,40660,42423,43102,43265,43706,46475,54211,56011,59345,60680,68353
 "06051","Mono, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",15565,18289,21715,27353,33718,38351,45835,49681,50078,65992,78499,97496,109373,122281,123507,127602,134670,141601,146958,165743,182048,184056,183224,200521,215109,223885,231028,243563,261398,285523,312326,342415,393890,415470,457620,478683,518200,510842,515638,541848,537279,576424,586890,565771,561458,579553,590257,608931,683435,663504,727151,800644,842765,867358,916969,974797
 "06051","Mono, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",3780,4130,4529,5003,6447,6769,7141,7104,7335,7077,8192,8648,8916,9278,9225,8790,8806,8795,8916,9071,9514,10126,10044,10372,10917,11447,11649,11766,11998,12110,12589,12921,13224,13404,13352,13360,13474,13743,13678,13862,14008,14223,14260,14033,13638,13573,13386,13436,13382,13318,13237,13225,13263,13055,13207,12991
 "06051","Mono, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4118,4428,4795,5467,5230,5666,6419,6993,6827,9325,9582,11274,12267,13180,13388,14517,15293,16100,16483,18272,19135,18177,18242,19333,19704,19558,19832,20701,21787,23577,24809,26501,29786,30996,34274,35830,38459,37171,37698,39089,38355,40528,41156,40317,41169,42699,44095,45321,51071,49820,54933,60540,63543,66439,69431,75036
 "06053","Monterey, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",1259691,1364273,1537357,1643539,1839849,2050129,2188715,2290452,2521308,2899743,3122405,3503564,4029253,4268949,4759792,5106047,5403609,5841918,6221996,6589541,6958442,7391774,7569474,8212961,8352642,8372338,8913802,9242257,9900834,10777176,11518420,12681237,12874760,13026559,13657256,14034779,14526578,15699663,16344825,16417496,16449126,17079631,17462059,18256300,19005460,19989436,21593394,22267892,22772964,23001148,24504951,26807865,28527642,28634611,30339685,32358723
 "06053","Monterey, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",255128,248235,252730,254140,255261,263534,270976,275942,281545,284129,286882,292406,299677,306241,313698,321458,328102,335849,341268,345947,349872,357535,364805,371860,371002,352363,355486,362215,376794,387889,396267,402990,407082,408977,409725,408731,405139,401831,402376,406022,410263,416536,421275,425838,428497,431037,433948,437926,439011,439285,440023,440506,439245,436427,435637,436251
 "06053","Monterey, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4937,5496,6083,6467,7208,7779,8077,8300,8955,10206,10884,11982,13445,13940,15173,15884,16469,17394,18232,19048,19889,20674,20749,22086,22514,23761,25075,25516,26277,27784,29067,31468,31627,31852,33333,34337,35856,39070,40621,40435,40094,41004,41450,42871,44354,46375,49760,50849,51873,52360,55690,60857,64947,65611,69644,74175
 "06055","Napa, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",357485,381497,416801,448277,508478,578763,674732,745064,827296,943170,1055739,1166558,1325634,1426311,1519714,1655563,1786951,1919001,1998411,2181917,2413073,2568332,2719113,2840028,2955061,3085763,3219652,3452240,3669433,3945710,4305906,4739145,5185732,5274411,5339221,5408459,5708247,6035436,6283049,6330818,6228367,6390918,6644810,7334742,7603966,8212768,8890655,9415486,9595776,9657020,10194797,11412522,11911814,11999926,12830374,13673170
 "06055","Napa, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",76688,79562,81771,83208,87718,90759,93627,94964,96521,96437,98789,99331,99662,101178,101549,101902,103014,104237,105010,106130,108662,111284,112233,114322,114972,116077,116697,117996,119808,121583,123026,124565,126818,128744,130138,130387,130381,131440,132583,134093,135280,136790,137859,138847,140017,140979,141566,141730,140922,139877,139087,137465,136219,134492,133444,132727
 "06055","Napa, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4662,4795,5097,5387,5797,6377,7207,7846,8571,9780,10687,11744,13301,14097,14965,16247,17347,18410,19031,20559,22207,23079,24227,24842,25702,26584,27590,29257,30628,32453,35000,38046,40891,40968,41027,41480,43781,45918,47390,47212,46041,46721,48200,52826,54307,58255,62802,66433,68093,69039,73298,83021,87446,89224,96148,103017
 "06057","Nevada, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",97001,108573,122940,140245,162492,188706,223253,265836,311089,371055,429448,509570,578191,619678,691154,803453,877921,971043,1047740,1186052,1332430,1446029,1526421,1620419,1683934,1779254,1872520,1986855,2155532,2376968,2533443,2876540,3165091,3208354,3357841,3651826,3795752,4104776,4307045,4300956,4305512,4512796,4674817,4806974,4858103,5119284,5313879,5565078,5669101,5821249,6165852,6654991,7309781,7333900,7781463,8210982
 "06057","Nevada, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",25264,26593,27421,28669,31307,32975,34629,37383,40537,44623,48351,52568,56160,59087,60782,62829,65287,67718,70556,73369,76133,79172,81288,82920,83887,85185,86523,87861,89137,90170,90899,92520,93715,94647,95606,96512,97250,97549,97794,98200,98591,98858,99036,98741,98801,99692,100060,100539,101277,101583,102016,102267,103499,102356,102086,102195
 "06057","Nevada, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3839,4083,4483,4892,5190,5723,6447,7111,7674,8315,8882,9694,10295,10488,11371,12788,13447,14340,14850,16166,17501,18264,18778,19542,20074,20887,21642,22614,24182,26361,27871,31091,33774,33898,35122,37838,39031,42079,44042,43798,43670,45649,47203,48683,49171,51351,53107,55352,55976,57305,60440,65075,70627,71651,76225,80346
 "06059","Orange, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",6636881,7268635,7840175,8874824,10019419,11328476,12763654,14533896,16687152,19434975,22419774,25869273,29478563,31284854,33757954,37857802,41242977,44475398,48100244,52775252,56824272,60257802,62355575,65921297,67316262,69503792,73335478,78731612,84945687,92288690,98642655,108236847,112811520,115401544,122017588,129282291,137739425,147668004,148546895,146609596,137983604,146752367,156467073,167428549,166542339,173769675,187042532,194223700,202337241,210648610,221785219,239226060,258628044,267134967,282269399,298128817
 "06059","Orange, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",1376796,1432621,1484217,1536789,1607146,1669064,1725693,1772685,1812147,1853136,1891962,1948067,2004806,2045925,2088886,2123362,2171930,2228895,2281486,2333101,2383920,2418986,2452691,2497014,2532639,2566599,2603678,2643996,2709277,2773187,2815933,2854513,2885457,2908245,2929376,2941711,2940055,2932261,2931629,2957593,2987177,3016780,3052224,3082360,3110533,3133414,3157464,3174414,3185916,3188957,3185850,3186261,3159351,3158489,3154563,3170435
 "06059","Orange, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4821,5074,5282,5775,6234,6787,7396,8199,9208,10488,11850,13279,14704,15291,16161,17829,18989,19954,21083,22620,23836,24910,25423,26400,26579,27080,28166,29778,31354,33279,35030,37918,39097,39681,41653,43948,46849,50360,50670,49571,46192,48645,51263,54318,53541,55457,59238,61184,63510,66056,69616,75080,81861,84577,89480,94034
 "06061","Placer, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",321996,358492,397642,444821,505118,581453,665262,768843,872858,1032587,1198731,1385574,1556500,1683448,1867287,2112253,2339902,2570614,2814075,3152780,3538546,3886263,4214211,4523713,4776758,5222170,5763118,6335536,6930394,7670831,8545535,9376679,10677108,11081187,11989100,13084765,13883631,14917218,15436945,16135597,15886887,16691044,17691189,18866670,19386534,20439566,21893973,23059644,24314724,25586686,27150590,29725079,32886037,33705721,35628496,38068254
 "06061","Placer, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",75693,78215,80905,83119,85493,88238,90854,95382,99562,107673,112758,118332,122444,126216,128535,132575,136789,141432,147363,153610,162658,175477,181611,187268,192655,199290,207071,214726,222168,231179,240928,251012,263615,276907,290726,302841,312762,321934,329023,337568,343810,350070,356636,360834,366232,370308,374188,380615,387169,394807,401241,405951,412968,418439,424599,433822
 "06061","Placer, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4254,4583,4915,5352,5908,6590,7322,8061,8767,9590,10631,11709,12712,13338,14527,15933,17106,18176,19096,20525,21755,22147,23205,24156,24794,26204,27832,29505,31194,33181,35469,37356,40503,40018,41238,43207,44390,46336,46918,47800,46208,47679,49606,52286,52935,55196,58511,60585,62801,64808,67667,73223,79633,80551,83911,87751
 "06063","Plumas, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",50151,52439,55950,61313,69600,78435,90276,100414,112843,132002,149566,168024,185348,190946,211021,227596,242242,256705,270291,287264,317668,334679,357830,380299,400424,408971,417079,450085,481518,493100,513741,535726,599449,610282,644159,691093,690070,723128,737862,759202,759183,785609,784030,764527,772589,813656,830092,855026,884140,926506,975771,1076893,1173329,1173684,1248118,1347930
 "06063","Plumas, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",11637,11778,12125,12509,13139,13577,13991,14185,15077,15760,16701,17440,17808,18176,18024,18154,18606,18693,19014,19316,19410,19826,20167,20736,20931,20786,20823,20780,20853,20831,20921,20754,20820,20866,20957,21000,21010,20762,20667,20410,20169,19935,19820,19560,19161,18972,18856,19191,19260,19491,19793,19761,19965,19433,19120,18834
 "06063","Plumas, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4310,4452,4614,4902,5297,5777,6452,7079,7484,8376,8956,9634,10408,10505,11708,12537,13020,13733,14215,14872,16366,16881,17743,18340,19131,19675,20030,21660,23091,23671,24556,25813,28792,29248,30737,32909,32845,34829,35702,37198,37641,39409,39558,39086,40321,42887,44023,44553,45906,47535,49299,54496,58769,60396,65278,71569
 "06065","Riverside, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",1862159,2083357,2279187,2547631,2870842,3218118,3655601,4150973,4702798,5477054,6196778,7165648,8251827,8969315,9910652,11286051,12616103,14121690,15616273,17710890,20088790,22314393,23077988,24189445,25005703,25769329,26808100,28244072,29884880,32824396,35056724,38004183,41218539,43744227,47608106,51793918,56459272,61970346,65362924,66699393,65721385,68136070,72179702,73771301,76069949,79630223,84597340,88997439,92451456,96994918,103647288,115415017,126651219,127575613,133563233,142697421
 "06065","Riverside, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",450477,460682,477557,493221,497917,515875,528632,548029,577957,611852,640044,669473,693249,719842,746898,783202,825685,871209,930059,995977,1084568,1193156,1246326,1286364,1315090,1346651,1373034,1393732,1423934,1461916,1507912,1558985,1616634,1687147,1771656,1856542,1931785,2012370,2075183,2109712,2146725,2199892,2225473,2245681,2264308,2286762,2309475,2336394,2364473,2387939,2403591,2424663,2455225,2479628,2503549,2529933
 "06065","Riverside, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4134,4522,4773,5165,5766,6238,6915,7574,8137,8952,9682,10703,11903,12460,13269,14410,15280,16209,16791,17782,18522,18702,18517,18805,19014,19136,19525,20265,20988,22453,23249,24378,25497,25928,26872,27898,29226,30795,31497,31615,30615,30972,32433,32850,33595,34822,36631,38092,39100,40619,43122,47600,51584,51449,53350,56404
 "06067","Sacramento, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",2732854,3052926,3339607,3659320,3998873,4463517,4994713,5537299,6145803,7013224,7919078,8803887,9734532,10494750,11349917,12669262,14080704,15348684,16532049,18010477,19825738,21679195,22893505,24139087,24513123,25604883,27105656,27988671,29481957,31641394,33738822,36858697,39940366,41614128,44002328,46205070,47934433,50639376,52911997,54460290,53374111,54432590,56971040,58911556,60921536,64560357,69100516,71627441,74690008,78526608,82829648,91355811,98181711,99000141,104260801,112291560
 "06067","Sacramento, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",618673,637288,653795,669351,669930,683553,697353,711755,727571,748281,768490,788275,806297,832148,852626,869581,891113,916044,948523,979279,1008753,1075819,1107559,1121523,1127608,1130094,1140825,1155635,1169855,1186617,1206659,1229940,1266257,1301079,1328531,1348932,1360816,1369563,1381161,1394438,1408601,1422042,1437021,1450783,1465896,1486089,1507458,1527967,1547198,1561413,1576171,1586727,1588824,1588743,1594506,1611231
 "06067","Sacramento, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4417,4790,5108,5467,5969,6530,7162,7780,8447,9372,10305,11169,12073,12612,13312,14569,15801,16755,17429,18392,19654,20151,20670,21523,21739,22657,23760,24219,25201,26665,27961,29968,31542,31984,33121,34253,35225,36975,38310,39055,37892,38278,39645,40607,41559,43443,45839,46878,48274,50292,52551,57575,61795,62314,65388,69693
 "06069","San Benito, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",76759,76426,82790,93200,110675,119785,129632,139362,163607,182927,204612,247814,271898,298737,331033,374405,405421,449031,488451,538880,597176,650121,672454,717233,779647,835802,924287,1011470,1125333,1249965,1364398,1549113,1514214,1524988,1602397,1673434,1730909,1846460,1982210,1992589,1958293,1995967,2073624,2150991,2257136,2344649,2574650,2751653,2936976,3094215,3418981,3913642,4162157,4226425,4444976,4838868
 "06069","San Benito, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",18103,18249,18673,19087,19658,20202,20916,21870,22757,23638,24319,25194,25905,26916,27758,28959,30392,31649,32952,34374,36137,36835,37329,38321,39495,40786,42334,44169,46707,49071,51467,53781,54644,55056,55198,54849,54647,54124,54072,54267,54436,55554,56144,56794,57450,58061,58486,59520,60480,61745,63173,64533,66703,67715,68341,69159
 "06069","San Benito, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4240,4188,4434,4883,5630,5929,6198,6372,7189,7739,8414,9836,10496,11099,11926,12929,13340,14188,14823,15677,16525,17650,18014,18716,19740,20492,21833,22900,24093,25473,26510,28804,27711,27699,29030,30510,31674,34115,36659,36718,35974,35928,36934,37874,39289,40383,44022,46231,48561,50113,54121,60646,62398,62415,65041,69967
 "06071","San Bernardino, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",2541741,2827361,3047138,3400374,3743575,4207615,4758535,5355557,5994319,6889969,7823185,9007386,10303144,11079582,12145663,13545156,15133267,16724819,18490156,20350599,22533276,24848713,25858507,27052309,27584778,28292040,29237121,30450233,32144782,34622552,36586639,39032415,41607663,43830586,46902813,50666235,53672712,57000688,59530236,60038616,58313759,60067589,63385754,64760552,66327570,69951380,74258677,77453102,80031472,83514331,89202022,99003275,109157423,108075879,111575931,119551968
 "06071","San Bernardino, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",671688,682857,693604,696255,704268,713868,719939,734488,769670,823881,856803,902956,932934,966760,996565,1027817,1072242,1124169,1192197,1271189,1352911,1437315,1492824,1534977,1549427,1558854,1576773,1596584,1618438,1646304,1681601,1718037,1760731,1799791,1846115,1899065,1943924,1974140,1992161,2003735,2013960,2040648,2059818,2071687,2080078,2095700,2111085,2126834,2145333,2160491,2171521,2183526,2190877,2196029,2200805,2214281
 "06071","San Bernardino, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3784,4140,4393,4884,5316,5894,6610,7292,7788,8363,9131,9975,11044,11461,12188,13179,14114,14877,15509,16009,16655,17288,17322,17624,17803,18149,18542,19072,19862,21030,21757,22719,23631,24353,25406,26680,27610,28874,29882,29963,28955,29436,30773,31260,31887,33379,35176,36417,37305,38655,41078,45341,49824,49214,50698,53991
 "06073","San Diego, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",6339971,7021079,7542007,8389601,9259626,10346671,11572053,12917968,14430966,16558724,18774001,21685978,24698953,26757854,28912657,32379386,35556806,38759351,41708359,45984919,49948206,52758991,55086852,57793795,59109878,60830019,63598316,67787222,72194802,79975393,86904668,95225126,98120504,102400239,108141089,116704322,121815272,128126344,131979831,135317499,131278107,136161972,144475867,151092176,155648494,164691400,174081824,180838809,187630531,194949226,204627597,222761986,240062927,246463680,262611416,278127534
 "06073","San Diego, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",1340989,1365976,1391925,1433126,1499594,1540667,1616907,1642781,1715527,1775410,1827602,1875620,1927018,1972354,2018133,2066419,2126090,2196834,2275309,2364284,2444380,2512365,2553122,2593126,2599776,2614685,2623697,2651549,2692600,2736720,2789593,2827366,2869672,2900355,2914702,2930007,2938375,2947289,2975742,3022116,3061203,3102369,3132770,3167098,3199163,3234108,3262051,3283104,3293086,3302976,3297378,3301182,3274244,3283755,3285890,3298799
 "06073","San Diego, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4728,5140,5418,5854,6175,6716,7157,7863,8412,9327,10272,11562,12817,13566,14326,15669,16724,17643,18331,19450,20434,21000,21576,22287,22737,23265,24240,25565,26812,29223,31153,33680,34192,35306,37102,39831,41457,43473,44352,44776,42884,43890,46118,47707,48653,50923,53366,55082,56977,59022,62058,67479,73319,75055,79921,84312
 "06075","San Francisco, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",4303674,4650734,4930322,5283807,5615079,6114566,6678535,7180905,7805609,8565004,9404935,10364992,11659527,12440944,13559457,14861342,15760763,16813900,17394284,19427904,20201459,21212227,22662947,23545481,24160416,24832594,27017758,28996917,30741072,34823641,38173428,44240836,44204835,42577559,42566514,45142119,49436002,54879829,57934719,59108238,57337427,60634263,65202071,71831160,73391437,81851860,89619269,96454751,103185030,111996017,112277739,119725318,130747503,125186977,132976966,141918003
 "06075","San Francisco, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",726294,712874,708077,700199,699954,698372,686069,686114,679424,677663,675835,680830,686915,695546,704809,713196,727977,737396,736499,730471,725889,723496,729708,734861,740277,742316,746386,753934,762953,770262,774716,777885,780865,772723,766160,761325,763016,768650,778673,791152,801922,805604,816119,829730,840802,852366,865025,873473,879941,882486,881976,874826,815498,814176,819151,827526
